desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,200,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,70,75,70,75,70
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,65,75,70,75,70
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,200,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,40,55,50,55,50
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,95,65,60,65,60
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,200,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,55,65,60,65,60
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,75,60,55,60,55
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,200,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,25,20,15,20,15
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,50,40,35,40,35
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,100,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,30,30,25,30,25
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,35,50,45,50,45
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,0,0,100,0,NA
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,10,25,20,25,20
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,5,5,0,5,0
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,200,0,200,NA,200
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,75,75,70,75,70
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,45,60,55,60,55
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,200,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,35,30,25,30,25
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,40,40,35,40,35
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,0,100,0,100,0
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,0,100,0,100,0
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,100,200,100,200,100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,45,45,40,45,40
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1000,1000,100,1000,NA
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1300,1000,100,1000,NA
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,25,50,45,50,45
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1100,1100,1000,1100,1000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1600,1700,1600,1700,1600
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1600,1100,1000,1100,1000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,65,95,90,95,90
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1900,1700,1600,1700,1600
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,20,20,15,20,15
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1700,1800,1700,1800,1700
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1000,1600,1500,1600,1500
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,2000,0,2000,NA,2000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,70,55,50,55,50
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1700,0,2000,NA,2000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,2000,1500,1400,1500,1400
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,90,75,70,75,70
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1600,1700,1600,1700,1600
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,2000,0,2000,1500,1400
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,80,70,65,70,65
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1800,1900,1800,1900,1800
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1800,1700,1600,1700,1600
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,45,45,40,45,40
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1200,1400,1300,1400,1300
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,80,85,80,85,80
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1100,1400,1300,1400,1300
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1900,0,2000,NA,2000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,55,55,50,55,50
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1700,1600,1500,1600,1500
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1400,1600,1500,1600,1500
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,85,55,50,55,50
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1100,1400,1300,1400,1300
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1300,1400,1300,1400,1300
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1900,2000,1900,2000,1900
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,50,50,45,50,45
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,2000,0,2000,NA,2000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,75,80,75,80,75
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1300,1700,1600,1700,1600
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1500,1600,1500,1600,1500
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1200,1200,1100,1200,1100
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,45,70,65,70,65
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1800,0,2000,NA,2000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,10,10,5,10,5
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1100,1400,1300,1400,1300
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1500,2000,1900,2000,1900
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,2000,0,2000,1600,1500
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,90,65,60,65,60
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1100,1100,1000,1100,1000
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1000,1000,100,1000,NA
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,10,10,5,10,5
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1000,1000,100,1000,NA
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1600,1700,1600,1700,1600
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,5,35,30,35,30
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1200,1500,1400,1500,1400
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1800,1800,1700,1800,1700
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,65,55,50,55,50
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1600,1600,1500,1600,1500
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,80,85,80,85,80
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1300,1300,1200,1300,1200
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,1300,1400,1300,1400,1300
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,2,amt,2000,1900,1800,1900,1800
desk,session,qorder,cl_idx,elicit,start_amt,min_choice_p0,max_choice_p1,min_choice_0,max_choice_1
,,1,5,prob,0,60,55,60,55
